label,source,text,normalized_text,cleaned_text,tokens,stemmed_tokens
1,translated,إعصار إيرما مع الفلاحين تاع الأعاصير الماريكنين,اعصار ايرما مع الفلاحين تاع الاعاصير الماريكنين,اعصار ايرما الفلاحين الاعاصير الماريكنين,"['إعصار', 'ايرما', 'ال+فلاح+ين', 'ال+اعاصير', 'ال+ماريكنين']","['إعصار', 'ايرما', 'مع', 'فلاح', 'تاع', 'اعاصير', 'ماريكنين']"
1,translated,السعودية معندهاش اعتقالات,السعوديه معندهاش اعتقالات,السعوديه معندهاش اعتقالات,"['السعوديه', 'معندهاش', 'اعتقال+ات']","['السعوديه', 'معندهاش', 'اعتقال']"
0,translated,هودت أسعار النفط وكاينة مخاوف من الفائض فالأسواق,هودت اسعار النفط وكاينه مخاوف من الفائض فالاسواق,هودت اسعار النفط وكاينه مخاوف الفائض فالاسواق,"['هود+ت', 'أسعار', 'ال+نفط', 'و+كاين+ه', 'مخاوف', 'ال+فائض', 'ف+ال+اسواق']","['هود', 'أسعار', 'نفط', 'كاين', 'مخافة', 'من', 'استفاضة', 'اسواق']"
1,translated,الشاعر السعودي جلال البحيري يُسجن بتهمة إهانة المؤسسة العسكرية,الشاعر السعودي جلال البحيري يسجن بتهمه اهانه المؤسسه العسكريه,الشاعر السعودي جلال البحيري يسجن بتهمه اهانه المؤسسه العسكريه,"['ال+شاعر', 'ال+سعودي', 'جلال', 'ال+بحيري', 'يسجن', 'ب+تهم+ه', 'اهان+ه', 'ال+مؤسسه', 'ال+عسكريه']","['شاعر', 'سعودي', 'جلال', 'بحيري', 'يسجن', 'أهم', 'اهان', 'مؤسس', 'عسكريه']"
0,paraphrased,ماتو بزاف بسبة انفجار كوزينة ميدانية تابع للقوات اليمنية فعدن,ماتو بزاف بسبه انفجار كوزينه ميدانيه تابع للقوات اليمنيه فعدن,ماتو بزاف بسبه انفجار كوزينه ميدانيه تابع للقوات اليمنيه فعدن,"['ماتو', 'ب+زاف', 'ب+سبه', 'انفجار', 'ك+وزين+ه', 'ميداني+ه', 'تابع', 'ل+ال+قو+ات', 'ال+يمنيه', 'ف+عدن']","['ماتو', 'زاف', 'سب', 'انفجار', 'زين', 'ميداني', 'تابع', 'قوة', 'يمنيه', 'عدن']"
1,youtube,حمار رايس مات ونتا تحوس على لايك.,حمار رايس مات ونتا تحوس علي لايك.,حمار رايس مات ونتا تحوس علي لايك.,"['حمار', 'رايس', 'مات', 'و+نت+ا', 'تحوس', 'علي', 'لايك', '.']","['حمار', 'رايس', 'مات', 'نت', 'تحوس', 'علي', 'لايك', '.']"
1,youtube,ربي كتب باش  يتوفى فلاسويس علابيها من تم مولاش يبان ,ربي كتب باش  يتوفي فلاسويس علابيها من تم مولاش يبان ,ربي كتب يتوفي فلاسويس علابيها تم مولاش يبان,"['رب+ي', 'كتب', 'يتوفي', 'فلاسويس', 'علاب+ي+ها', 'تم', 'مولاش', 'يبان']","['رب', 'كتب', 'باش', 'يتوفي', 'فلاسويس', 'علاب', 'من', 'تم', 'مولاش', 'أبان']"
0,paraphrased,هوم ديبوت لوز تشحن فبرودوييات  تاع الطوارئ ل فلوريدا قبل الإعصار,هوم ديبوت لوز تشحن فبرودوييات  تاع الطوارئ ل فلوريدا قبل الاعصار,هوم ديبوت لوز تشحن فبرودوييات الطوارئ فلوريدا قبل الاعصار,"['هوم', 'ديبوت', 'لوز', 'تشحن', 'فبرودوييات', 'ال+طوارئ', 'فلوريدا', 'قبل', 'ال+إعصار']","['هوم', 'ديبوت', 'لوز', 'تشحن', 'فبرودوييات', 'تاع', 'طارئة', 'ل', 'فلوريدا', 'قبل', 'إعصار']"
0,paraphrased,البابا تبليس شوية يكمل الجول  نتاعو فكولومبيا بنداء للوحدة,البابا تبليس شويه يكمل الجول  نتاعو فكولومبيا بنداء للوحده,البابا تبليس شويه يكمل الجول نتاعو فكولومبيا بنداء للوحده,"['ال+بابا', 'تبليس', 'شوي+ه', 'يكمل', 'ال+جول', 'نتاعو', 'ف+كولومبيا', 'ب+نداء', 'ل+ال+وحده']","['بابا', 'تبليس', 'شوي', 'أكمل', 'جول', 'نتاعو', 'كولومبيا', 'نداء', 'وحد']"
1,translated,فنزويلا قبضت على ثمانية موظفين نفطيين كبار فشركة البترول الوطنية الفنزويلية,فنزويلا قبضت علي ثمانيه موظفين نفطيين كبار فشركه البترول الوطنيه الفنزويليه,فنزويلا قبضت علي ثمانيه موظفين نفطيين كبار فشركه البترول الوطنيه الفنزويليه,"['فنزويلا', 'قبض+ت', 'علي', 'ثماني+ه', 'موظف+ين', 'نفطي+ين', 'كبار', 'ف+شرك+ه', 'ال+بترول', 'ال+وطنيه', 'ال+فنزويليه']","['فنزويلا', 'قبض', 'علي', 'ثماني', 'موظف', 'نفطي', 'كبير', 'شرك', 'بترول', 'وطنيه', 'فنزويليه']"
0,manual,الجالية تع دزاير من أكبر الجاليات ففرانسا,الجاليه تع دزاير من اكبر الجاليات ففرانسا,الجاليه دزاير اكبر الجاليات ففرانسا,"['ال+جاليه', 'دزاير', 'أكبر', 'ال+جالي+ات', 'ف+فرانس+ا']","['جاليه', 'تع', 'دزاير', 'من', 'أكبر', 'جالية', 'فرانس']"
0,translated,نسا غوطة دمشق حكاو للعالم قصصهم عبر فيسبوك,نسا غوطه دمشق حكاو للعالم قصصهم عبر فيسبوك,نسا غوطه دمشق حكاو للعالم قصصهم عبر فيسبوك,"['نسا', 'غوط+ه', 'دمشق', 'حكاو', 'ل+ال+عالم', 'قصص+هم', 'عبر', 'فيسبوك']","['نسا', 'غوط', 'دمشق', 'حكاو', 'عالم', 'قصة', 'عبر', 'فيسبوك']"
0,manual, مش قاع المطاعم تع فرانسا يمدو وجبات حلال, مش قاع المطاعم تع فرانسا يمدو وجبات حلال,مش قاع المطاعم فرانسا يمدو وجبات حلال,"['مش', 'قاع', 'ال+مطاعم', 'فرانس+ا', 'يمدو', 'و+جبا+ت', 'حلال']","['مش', 'قاع', 'مطعم', 'تع', 'فرانس', 'يمدو', 'وجبة', 'حلال']"
1,translated,تركيا تنتعش رغم تراجع الليرة,تركيا تنتعش رغم تراجع الليره,تركيا تنتعش رغم تراجع الليره,"['تركيا', 'تنتعش', 'رغم', 'تراجع', 'ال+ليره']","['تركيا', 'انتعش', 'رغم', 'تراجع', 'ليره']"
0,paraphrased,تجميد قرار رفع المحروقات بالأردن,تجميد قرار رفع المحروقات بالاردن,تجميد قرار رفع المحروقات بالاردن,"['تجميد', 'قرار', 'رفع', 'ال+محروق+ات', 'ب+ال+اردن']","['تجميد', 'قرار', 'رفع', 'محروق', 'اردن']"
0,translated,ولاية فلوريدا كيز تتعرض لرياح قريبة من الإعصار من إيرما - NHC,ولايه فلوريدا كيز تتعرض لرياح قريبه من الاعصار من ايرما - NHC,ولايه فلوريدا كيز تتعرض لرياح قريبه الاعصار ايرما - NHC,"['و+لا+ي+ه', 'فلوريدا', 'كيز', 'تتعرض', 'ل+رياح', 'قريب+ه', 'ال+إعصار', 'ايرما', '-', 'NHC']","['لا', 'فلوريدا', 'كيز', 'تعرض', 'ريح', 'قريب', 'من', 'إعصار', 'من', 'ايرما', '-', 'NHC']"
0,paraphrased,قصفت إسرائيل موقعًا سوريًا قيل أنه على صلة بأسلحة كيماوية,قصفت اسرائيل موقعا سوريا قيل انه علي صله باسلحه كيماويه,قصفت اسرائيل موقعا سوريا قيل انه علي صله باسلحه كيماويه,"['قصف+ت', 'اسرائيل', 'موقع+ا', 'سوريا', 'قيل', 'ان+ه', 'علي', 'صل+ه', 'ب+اسلح+ه', 'كيماوي+ه']","['قصف', 'اسرائيل', 'موقع', 'سوريا', 'قال', 'ان', 'علي', 'صل', 'اسلح', 'كيماوي']"
1,manual,الشركة تع الطاقة فلماريكان انرون باقية خدامة لليوم,الشركه تع الطاقه فلماريكان انرون باقيه خدامه لليوم,الشركه الطاقه فلماريكان انرون باقيه خدامه لليوم,"['ال+شركه', 'ال+طاقه', 'فلماريكان', 'إنرون', 'باقي+ه', 'خدام+ه', 'ل+ال+يوم']","['شرك', 'تع', 'طاقه', 'فلماريكان', 'إنرون', 'باقي', 'خادم', 'يوم']"
0,translated,برهم صالح كلف عادل عبد المهدي باش يشكل الحكومة العراقية الجديدة,برهم صالح كلف عادل عبد المهدي باش يشكل الحكومه العراقيه الجديده,برهم صالح كلف عادل عبد المهدي يشكل الحكومه العراقيه الجديده,"['برهم', 'صالح', 'كلف', 'عادل', 'عبد', 'ال+مهدي', 'يشكل', 'ال+حكومه', 'ال+عراقيه', 'ال+جديده']","['بر', 'صالح', 'كلف', 'عادل', 'عبد', 'مهدي', 'باش', 'شكل', 'حكومه', 'عراقيه', 'جديد']"
1,translated,السلطات تاع ايران طلقو سراح الطفلة لي دارت مقاطع تاع الشطيح,السلطات تاع ايران طلقو سراح الطفله لي دارت مقاطع تاع الشطيح,السلطات ايران طلقو سراح الطفله دارت مقاطع الشطيح,"['ال+سلط+ات', 'إيران', 'طلقو', 'سراح', 'ال+طفله', 'دار+ت', 'مقاطع', 'ال+شطيح']","['سلطة', 'تاع', 'إيران', 'طلقو', 'سراح', 'طفل', 'ل', 'دارى', 'مقطع', 'تاع', 'شطيح']"
1,translated,مصر ما تحجبش موقع هيومن رايتس ووتش وسط حصار إعلامي واسع,مصر ما تحجبش موقع هيومن رايتس ووتش وسط حصار اعلامي واسع,مصر تحجبش موقع هيومن رايتس ووتش وسط حصار اعلامي واسع,"['مصر', 'تحجبش', 'موقع', 'هيومن', 'رايتس', 'ووتش', 'وسط', 'حصار', 'إعلامي', 'واسع']","['مصر', 'ما', 'تحجبش', 'موقع', 'هيومن', 'رايتس', 'ووتش', 'وسط', 'حصار', 'إعلامي', 'واسع']"
1,translated,السياسة النبالاكية تدفع بالذهب وتهبط بالدولار,السياسه النبالاكيه تدفع بالذهب وتهبط بالدولار,السياسه النبالاكيه تدفع بالذهب وتهبط بالدولار,"['ال+سياسه', 'ال+نبالاكيه', 'تدفع', 'ب+ال+ذهب', 'و+تهبط', 'ب+ال+دولار']","['سياسه', 'نبالاكيه', 'دفع', 'ذهب', 'هبط', 'دولار']"
0,translated,الحكومة التونسية الجديدة تحصل علا دعم حزبي لجهود الإصلاح,الحكومه التونسيه الجديده تحصل علا دعم حزبي لجهود الاصلاح,الحكومه التونسيه الجديده تحصل علا دعم حزبي لجهود الاصلاح,"['ال+حكومه', 'ال+تونسيه', 'ال+جديده', 'تحصل', 'علا', 'دعم', 'حزب+ي', 'ل+جهود', 'ال+إصلاح']","['حكومه', 'تونسيه', 'جديد', 'حصل', 'علا', 'دعم', 'حزب', 'جهد', 'إصلاح']"
0,manual, لمراض تع كورونا يديرولهم تنفس اصطناعي, لمراض تع كورونا يديرولهم تنفس اصطناعي,لمراض كورونا يديرولهم تنفس اصطناعي,"['ل+مراض', 'كورونا', 'يديرولهم', 'تنفس', 'اصطناعي']","['مراض', 'تع', 'كورونا', 'يديرولهم', 'تنفس', 'اصطناعي']"
0,paraphrased,الدهب يطلع لأعلى مستوى ليه من  سمانة,الدهب يطلع لاعلي مستوي ليه من  سمانه,الدهب يطلع لاعلي مستوي ليه سمانه,"['الدهب', 'يطلع', 'ل+اعلي', 'مستوى', 'لي+ه', 'سمان+ه']","['الدهب', 'اطلع', 'اعلي', 'مستوى', 'لي', 'من', 'سمان']"
0,manual, لقاو لجرثومة تع النكاف فعام 1883, لقاو لجرثومه تع النكاف فعام 1883,لقاو لجرثومه النكاف فعام 1883,"['ل+قاو', 'ل+جرثوم+ه', 'ال+نكاف', 'ف+عام', '1883']","['قاو', 'جرثوم', 'تع', 'نكاف', 'عام', '1883']"
0,manual, تونس مجاتش حتى قي ال10 اللولين فالترتيب تع الدول اللي جاوها بزاف سياح, تونس مجاتش حتي قي ال10 اللولين فالترتيب تع الدول اللي جاوها بزاف سياح,تونس مجاتش حتي قي ال10 اللولين فالترتيب الدول اللي جاوها بزاف سياح,"['تونس', 'مجاتش', 'حتي', 'قي', 'ال', '10', 'ال+لول+ين', 'ف+ال+ترتيب', 'ال+دول', 'اللي', 'جاوه+ا', 'ب+زاف', 'سياح']","['تونس', 'مجاتش', 'حتي', 'قي', 'ال', '10', 'لول', 'ترتيب', 'تع', 'دولة', 'لي', 'جاوه', 'زاف', 'سائح']"
1,paraphrased,الماريكان ما لقاتش مثال مكتوب على التطهير العرقي فميانمار,الماريكان ما لقاتش مثال مكتوب علي التطهير العرقي فميانمار,الماريكان لقاتش مثال مكتوب علي التطهير العرقي فميانمار,"['ال+ماريكان', 'لقاتش', 'مثال', 'مكتوب', 'علي', 'ال+تطهير', 'ال+عرقي', 'فميانمار']","['ماريكان', 'ما', 'لقاتش', 'مثال', 'مكتوب', 'علي', 'تطهير', 'عرقي', 'فميانمار']"
