label,source,text,normalized_text,cleaned_text
1,translated, لوكان قال ترامب بلي انتهاك إيران للاتفاق اماراحشووي لا يعني انسحاب الولايات المتحدة هايلي, لوكان قال ترامب بلي انتهاك ايران للاتفاق اماراحشووي لا يعني انسحاب الولايات المتحده هايلي,لوكان ترامب بلي انتهاك ايران للاتفاق اماراحشووي انسحاب الولايات المتحده هايلي
1,translated,إعصار إيرما مع الفلاحين تاع الأعاصير الماريكنين,اعصار ايرما مع الفلاحين تاع الاعاصير الماريكنين,اعصار ايرما الفلاحين الاعاصير الماريكنين
1,translated,السعودية معندهاش اعتقالات,السعوديه معندهاش اعتقالات,السعوديه معندهاش اعتقالات
0,translated,هودت أسعار النفط وكاينة مخاوف من الفائض فالأسواق,هودت اسعار النفط وكاينه مخاوف من الفائض فالاسواق,هودت اسعار النفط وكاينه مخاوف الفائض فالاسواق
1,translated,الشاعر السعودي جلال البحيري يُسجن بتهمة إهانة المؤسسة العسكرية,الشاعر السعودي جلال البحيري يسجن بتهمه اهانه المؤسسه العسكريه,الشاعر السعودي جلال البحيري يسجن بتهمه اهانه المؤسسه العسكريه
0,paraphrased,ماتو بزاف بسبة انفجار كوزينة ميدانية تابع للقوات اليمنية فعدن,ماتو بزاف بسبه انفجار كوزينه ميدانيه تابع للقوات اليمنيه فعدن,ماتو بزاف بسبه انفجار كوزينه ميدانيه تابع للقوات اليمنيه فعدن
1,youtube,حمار رايس مات ونتا تحوس على لايك.,حمار رايس مات ونتا تحوس علي لايك.,حمار رايس مات ونتا تحوس علي لايك.
1,youtube,ربي كتب باش  يتوفى فلاسويس علابيها من تم مولاش يبان ,ربي كتب باش  يتوفي فلاسويس علابيها من تم مولاش يبان ,ربي كتب يتوفي فلاسويس علابيها تم مولاش يبان
0,paraphrased,هوم ديبوت لوز تشحن فبرودوييات  تاع الطوارئ ل فلوريدا قبل الإعصار,هوم ديبوت لوز تشحن فبرودوييات  تاع الطوارئ ل فلوريدا قبل الاعصار,هوم ديبوت لوز تشحن فبرودوييات الطوارئ فلوريدا قبل الاعصار
0,paraphrased,البابا تبليس شوية يكمل الجول  نتاعو فكولومبيا بنداء للوحدة,البابا تبليس شويه يكمل الجول  نتاعو فكولومبيا بنداء للوحده,البابا تبليس شويه يكمل الجول نتاعو فكولومبيا بنداء للوحده
1,translated,فنزويلا قبضت على ثمانية موظفين نفطيين كبار فشركة البترول الوطنية الفنزويلية,فنزويلا قبضت علي ثمانيه موظفين نفطيين كبار فشركه البترول الوطنيه الفنزويليه,فنزويلا قبضت علي ثمانيه موظفين نفطيين كبار فشركه البترول الوطنيه الفنزويليه
0,manual,الجالية تع دزاير من أكبر الجاليات ففرانسا,الجاليه تع دزاير من اكبر الجاليات ففرانسا,الجاليه دزاير اكبر الجاليات ففرانسا
0,translated,نسا غوطة دمشق حكاو للعالم قصصهم عبر فيسبوك,نسا غوطه دمشق حكاو للعالم قصصهم عبر فيسبوك,نسا غوطه دمشق حكاو للعالم قصصهم عبر فيسبوك
0,manual, مش قاع المطاعم تع فرانسا يمدو وجبات حلال, مش قاع المطاعم تع فرانسا يمدو وجبات حلال,مش قاع المطاعم فرانسا يمدو وجبات حلال
1,translated,تركيا تنتعش رغم تراجع الليرة,تركيا تنتعش رغم تراجع الليره,تركيا تنتعش رغم تراجع الليره
0,paraphrased,تجميد قرار رفع المحروقات بالأردن,تجميد قرار رفع المحروقات بالاردن,تجميد قرار رفع المحروقات بالاردن
0,translated,ولاية فلوريدا كيز تتعرض لرياح قريبة من الإعصار من إيرما - NHC,ولايه فلوريدا كيز تتعرض لرياح قريبه من الاعصار من ايرما - NHC,ولايه فلوريدا كيز تتعرض لرياح قريبه الاعصار ايرما - NHC
0,paraphrased,قصفت إسرائيل موقعًا سوريًا قيل أنه على صلة بأسلحة كيماوية,قصفت اسرائيل موقعا سوريا قيل انه علي صله باسلحه كيماويه,قصفت اسرائيل موقعا سوريا قيل انه علي صله باسلحه كيماويه
1,manual,الشركة تع الطاقة فلماريكان انرون باقية خدامة لليوم,الشركه تع الطاقه فلماريكان انرون باقيه خدامه لليوم,الشركه الطاقه فلماريكان انرون باقيه خدامه لليوم
0,translated,برهم صالح كلف عادل عبد المهدي باش يشكل الحكومة العراقية الجديدة,برهم صالح كلف عادل عبد المهدي باش يشكل الحكومه العراقيه الجديده,برهم صالح كلف عادل عبد المهدي يشكل الحكومه العراقيه الجديده
1,translated,السلطات تاع ايران طلقو سراح الطفلة لي دارت مقاطع تاع الشطيح,السلطات تاع ايران طلقو سراح الطفله لي دارت مقاطع تاع الشطيح,السلطات ايران طلقو سراح الطفله دارت مقاطع الشطيح
1,translated,مصر ما تحجبش موقع هيومن رايتس ووتش وسط حصار إعلامي واسع,مصر ما تحجبش موقع هيومن رايتس ووتش وسط حصار اعلامي واسع,مصر تحجبش موقع هيومن رايتس ووتش وسط حصار اعلامي واسع
1,translated,السياسة النبالاكية تدفع بالذهب وتهبط بالدولار,السياسه النبالاكيه تدفع بالذهب وتهبط بالدولار,السياسه النبالاكيه تدفع بالذهب وتهبط بالدولار
0,translated,الحكومة التونسية الجديدة تحصل علا دعم حزبي لجهود الإصلاح,الحكومه التونسيه الجديده تحصل علا دعم حزبي لجهود الاصلاح,الحكومه التونسيه الجديده تحصل علا دعم حزبي لجهود الاصلاح
0,manual, لمراض تع كورونا يديرولهم تنفس اصطناعي, لمراض تع كورونا يديرولهم تنفس اصطناعي,لمراض كورونا يديرولهم تنفس اصطناعي
0,paraphrased,الدهب يطلع لأعلى مستوى ليه من  سمانة,الدهب يطلع لاعلي مستوي ليه من  سمانه,الدهب يطلع لاعلي مستوي ليه سمانه
0,manual, لقاو لجرثومة تع النكاف فعام 1883, لقاو لجرثومه تع النكاف فعام 1883,لقاو لجرثومه النكاف فعام 1883
0,manual, تونس مجاتش حتى قي ال10 اللولين فالترتيب تع الدول اللي جاوها بزاف سياح, تونس مجاتش حتي قي ال10 اللولين فالترتيب تع الدول اللي جاوها بزاف سياح,تونس مجاتش حتي قي ال10 اللولين فالترتيب الدول اللي جاوها بزاف سياح
